"title","authors","description","version","date","doi","license","url","download_urls","reponame"
"A fine-tuned global distribution dataset of marine forests","Jorge Assis, Eliza Fragkopoulou, Duarte Frade, João Neiva, André Oliveira, David Abecasis, Silvan Faugeron, Ester A. Serrão","<p>A fine-tuned dataset with ~2.8 million dereplicated records, taxonomically standardized for 682 species, and considering important physiological and biogeographical traits. </p><p>A flagging system is implemented to sign potentially incorrect records reported on land, in regions with limiting light conditions for photosynthesis, and outside the known distribution of species, as inferred from the most recent published literature.<br></p><div><br></div><div>More information at: https://github.com/jorgeassis/marineforestsDB<br></div><div><br></div><div><div>The data available is documented in a peer reviewed article that you must cite: </div><div>Assis J., Fragkopoulou E., Frade D., Neiva J., Oliveira A., Abecasis D., Faugeron S., Serrão E.A. (2020). A fine-tuned global distribution dataset of marine forests. Scientific Data </div></div>",1,"2020-03-19T14:29:50Z","10.6084/m9.figshare.7854767.v1","CC BY 4.0","https://figshare.com/articles/dataset/A_fine-tuned_global_distribution_dataset_of_marine_forests/7854767","{databaseAll.csv : https://ndownloader.figshare.com/files/18650381};{databaseAllPruned.csv : https://ndownloader.figshare.com/files/18650651}","FigShare"
